Rank	Priority	Opportunity Score	Market	Country	Business / Property	Lead Type	Category	Address	Public Business Phone	Shared Phone Count	Rating	Reviews	Portfolio Potential	Suggested First Pitch	Maps Lookup	Enrichment Search	Source Ref	Harvested	Status	Notes	Official Website	Public Email	Contact Page	Instagram	Facebook	WhatsApp	Portfolio / Listing URL	Resolved Operator / Parent	Portfolio Signal	Primary Outreach Route	Enrichment Confidence	Enrichment Status	Enrichment Source URLs	Enrichment Notes	Column 36
6709	B	78	Boulder	USA	All County Boulder Property Management		property_management	6650 Gunpark Dr, Boulder, CO	17204282100	1			High				overture:e3534d81-7638-4c2e-860f-c726c52e133a	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allcountyboulder.com/	contact@allcountyboulder.com		https://www.instagram.com/allcountyboulder/							Medium	Recall-first	https://explore.overturemaps.org/#id=e3534d81-7638-4c2e-860f-c726c52e133a		
6710	B	78	Atlanta	USA	All County Cumberland Property Management		home_developer	2675 Paces Ferry Rd SE Ste 280, Atlanta, GA	7704314633	1			High				overture:62fe429b-8463-4506-b159-898e1f049efa	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allcountycumberland.com	contact@allcountycumberland.com									Medium	Recall-first	https://explore.overturemaps.org/#id=62fe429b-8463-4506-b159-898e1f049efa		
6711	B	78	Littleton	USA	All County Denver South Property Management		property_management	5601 S Broadway, Littleton, CO	17206644550	1			High				overture:8a2548f1-142a-443b-be62-2a8e0e0dba87	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allcountyds.com/	contact@allcountyds.com									Medium	Recall-first	https://explore.overturemaps.org/#id=8a2548f1-142a-443b-be62-2a8e0e0dba87		
6712	B	78	Cumming	USA	All County Expert Property Management		property_management	1205 Peachtree Pkwy, Cumming, GA	17704508200	1			High				overture:d2e811b7-98c9-4140-acc8-c914c254ab36	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allcountyexpert.com/	contact@allcountyexpert.com									Medium	Recall-first	https://explore.overturemaps.org/#id=d2e811b7-98c9-4140-acc8-c914c254ab36		
6713	B	78	Atlanta	USA	All County First Property Management		property_management	1698 Peachtree St, Atlanta, GA	14706907100	1			High				overture:4ff27467-dd78-4c5b-9393-1432d1344d82	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allcountyfirst.com	contact@allcountyfirst.com									Medium	Recall-first	https://explore.overturemaps.org/#id=4ff27467-dd78-4c5b-9393-1432d1344d82		
6714	B	78	South Barrington	USA	All County Fox Valley Property Management		property_management	33 W Higgins Rd, South Barrington, IL	18475856565	1			High				overture:02edf970-c1ea-4f84-a0b2-5152610c0bb2	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://AllCountyfv.com/	tim@allcountyfv.com									Medium	Recall-first	https://explore.overturemaps.org/#id=02edf970-c1ea-4f84-a0b2-5152610c0bb2		
6715	B	78	Snellville	USA	All County Legacy Property Management		property_management	2795 Main St W, Snellville, GA	14702642611	1			High				overture:35b21f05-2fbe-483c-83fc-b4be75995197	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://allcountylegacy.com/	contact@allcountylegacy.com									Medium	Recall-first	https://explore.overturemaps.org/#id=35b21f05-2fbe-483c-83fc-b4be75995197		
6716	B	78	Charlotte	USA	All County Piedmont Property Management		property_management	220 Westinghouse Blvd, Charlotte, NC	19802632900	1			High				overture:4e6ef1f5-fb75-4ed7-b211-02920782b325	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allcountypiedmont.com/	contact@allcountypiedmont.com									Medium	Recall-first	https://explore.overturemaps.org/#id=4e6ef1f5-fb75-4ed7-b211-02920782b325		
6717	B	78	Northbrook	USA	All County Property Management Solutions		property_management	3000 Dundee Rd, Northbrook, IL	12244125500	1			High				overture:672fae30-7065-44d9-91ff-94508dea10b5	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allcountypmsolutions.com/	contact@allcountypmsolutions.com									Medium	Recall-first	https://explore.overturemaps.org/#id=672fae30-7065-44d9-91ff-94508dea10b5		
6718	B	78	Smithfield	USA	All County Priority Property Management		property_management	101 E Market St, Smithfield, NC	19843078700	1			High				overture:37214692-3ee7-460a-84ac-e5c5a69b157e	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://allcountypriority.com/	contact@allcountypriority.com									Medium	Recall-first	https://explore.overturemaps.org/#id=37214692-3ee7-460a-84ac-e5c5a69b157e		
6719	B	78	Cayce	USA	All County Property Management Specialists		property_management	989 Knox Abbott Dr, Cayce, SC	18033439700	1			High				overture:6a841faa-2ce3-4aac-a168-7e26a0dbbafa	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://allcountyspecialists.com/	contact@allcountyspecialists.com									Medium	Recall-first	https://explore.overturemaps.org/#id=6a841faa-2ce3-4aac-a168-7e26a0dbbafa		
6720	A	88	Saugatuck	USA	Allegan Gardens Vacation Rental		holiday_rental_home	6540 Old Allegan Rd, Saugatuck, MI	13124981355	1			High				overture:19008fbb-705e-4a4a-8b2f-288979e0889e	2026-08-15	New		http://www.allegangardens.com	allegangardens@gmail.com		https://www.instagram.com/allegangardens/							High	Verified	https://explore.overturemaps.org/#id=19008fbb-705e-4a4a-8b2f-288979e0889e		
6721	B	78	Rochester	USA	Alliance Property Management		property_management	318 1st Ave SW, Rochester, MN	15072584034	1			High				overture:3e2ba429-5a9a-4297-8c20-d9532f93b428	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.alliancepropertiesmn.com/	bobrien@alliancepropertiesmn.com									Medium	Recall-first	https://explore.overturemaps.org/#id=3e2ba429-5a9a-4297-8c20-d9532f93b428		
6722	B	78	Phoenix	USA	All in the Family Real Estate and Property Management		property_management	3961 E Chandler Blvd, Phoenix, AZ	14803816252	1			High				overture:890458f1-86af-4d02-927f-809929e2b203	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://allinthefamilyhomes.com/	allinthefamilyhomes@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=890458f1-86af-4d02-927f-809929e2b203		
6723	B	78	Hickory	USA	Allison & White Property Management & Realty		property_management	832 2nd Ave NW, Hickory, NC	18285787368	1			High				overture:79997f71-aad0-416c-a0eb-0e1616a195a0	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://allisonwhiteproperties.com/	info@allisonwhiteproperties.com									Medium	Recall-first	https://explore.overturemaps.org/#id=79997f71-aad0-416c-a0eb-0e1616a195a0		
6724	B	78	Pacifica	USA	All Property Management Services		property_management	904 Linda Mar Blvd, Pacifica, CA	16503550167	1			High				overture:5af0a90b-804a-40e6-a160-0d34ed0abe30	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.allpropertyca.com/	apmpacifica@gmail.com		https://www.instagram.com/apmpacifica/							Medium	Recall-first	https://explore.overturemaps.org/#id=5af0a90b-804a-40e6-a160-0d34ed0abe30		
6725	B	78	Newark	USA	All Property Management Inc		property_management	36660 Newark Blvd, Newark, CA	15107960111	1			High				overture:b6b57534-b8fc-409d-9479-4bb28a5257f4	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.allpropertymanagement.com	sales@allpropertymanagement.com									Medium	Recall-first	https://explore.overturemaps.org/#id=b6b57534-b8fc-409d-9479-4bb28a5257f4		
6726	A	91	Σύβοτα	Greece	All Saints Villas Luxury Residences		hotel	Plataria thesprotias, Σύβοτα	302665071700	1			High				overture:dfdeb69c-6f96-4806-b282-8f0b6f0bd8c5	2026-08-15	New		http://www.allsaints-villas.gr/	info@allsaints-villas.gr									High	Verified	https://explore.overturemaps.org/#id=dfdeb69c-6f96-4806-b282-8f0b6f0bd8c5		
6727	A	88	Σκιάθος	Greece	Allure Luxury Villas		holiday_rental_home	Kehria, Σκιάθος	306976737354	1			High				overture:b6713a11-4f08-47ff-b6f5-589404ee72c1	2026-08-15	New		https://www.allureluxuryvillas.com/	info@allureluxuryvillas.com									High	Verified	https://explore.overturemaps.org/#id=b6713a11-4f08-47ff-b6f5-589404ee72c1		
6728	A	88	Brecksville	USA	Allure Vacation Rentals		holiday_rental_home	12930 Chippewa Rd, Brecksville, OH	18779997935	1			High				overture:14b3df59-4ec7-4529-bcbf-f4ed4c8af0b2	2026-08-15	New		http://www.allurevacationrentals.com/	jeannine@allurevacationrentals.com									High	Verified	https://explore.overturemaps.org/#id=14b3df59-4ec7-4529-bcbf-f4ed4c8af0b2		
6729	B	78	Gering	USA	Ally Property Management and Real Estate		property_management	1447 10th St, Gering, NE	13086336440	1			High				overture:38c4f68f-ffe7-4932-9fcc-e1999624ec4a	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.Ally-property.com/	office@ally-property.com									Medium	Recall-first	https://explore.overturemaps.org/#id=38c4f68f-ffe7-4932-9fcc-e1999624ec4a		
6730	B	78	San Jose	USA	Almaden Property Management		property_management	6455 Almaden Expy, San Jose, CA	14082680968	1			High				overture:f490c0b0-0c52-4200-a51d-d11a12f95051	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.almaden4rent.com/	info@almaden4rent.com									Medium	Recall-first	https://explore.overturemaps.org/#id=f490c0b0-0c52-4200-a51d-d11a12f95051		
6731	A	88	Ιαλυσός	Greece	alma luxury villas		lodging	Λεωφόρος Ηρακλειδών 66, Ιαλυσός	306944837037	1			High				overture:9d9071c6-5b8a-42d9-97d6-f9a277ef6abe	2026-08-15	New		https://almaluxuryvillas.gr/	alma.rodos23@gmail.com									High	Verified	https://explore.overturemaps.org/#id=9d9071c6-5b8a-42d9-97d6-f9a277ef6abe		
6732	A	91	Θάσος	Greece	Al Mare Villas		hotel	Skála Marión, Greece, Θάσος	306946344417	1			High				overture:4c008349-0f3d-4438-99c0-3a8d44fbc577	2026-08-15	New		http://www.almare-villas.gr/	info@almare-villas.gr									High	Verified	https://explore.overturemaps.org/#id=4c008349-0f3d-4438-99c0-3a8d44fbc577		
6733	B	78	Fresno	USA	Almond Hill Property Management Inc.		property_management	8050 N Palm Ave, Fresno, CA	15594207270	1			High				overture:4096311d-7b5f-4f94-8aa5-1d544ea5ae5e	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.almondhillmgmt.com/	info@almondhillmgmt.com		https://www.instagram.com/almondhill.pm/							Medium	Recall-first	https://explore.overturemaps.org/#id=4096311d-7b5f-4f94-8aa5-1d544ea5ae5e		
6734	A	91	Corfu	Greece	Almyra Luxury Villas		hotel	Kanouli Chalikounas, Corfu	306936690683	1			High				overture:8a9ed161-5e28-4afd-ad20-881daabbd041	2026-08-15	New		http://www.almyravillas.com/	info@almyravillas.com		https://www.instagram.com/almyra.luxuryvillas/							High	Verified	https://explore.overturemaps.org/#id=8a9ed161-5e28-4afd-ad20-881daabbd041		
6735	A	91	Θινάλιο	Greece	Almyros Villas Resort		hotel	Almyros Acharavi, Θινάλιο	302663064711	1			High				overture:e1ff1df2-68cf-4c29-b4b5-424b37fd8de4	2026-08-15	New		http://www.almyrosvillas.com/	info@almyrosvillas.com									High	Verified	https://explore.overturemaps.org/#id=e1ff1df2-68cf-4c29-b4b5-424b37fd8de4		
6736	A	88	Whitley Bay	United Kingdom	Holiday Homes For Sale At Alnwick Springs In Northumberland		rv_park	Alnwick Springs Leisure Park, Whitley Bay, ENG		1			High				overture:028f66fb-fd29-422f-81ce-857325a53e55	2026-08-15	New		https://alnwicksprings.co.uk/	sales@alnwicksprings.co.uk									High	Verified	https://explore.overturemaps.org/#id=028f66fb-fd29-422f-81ce-857325a53e55		
6737	B	78	Chandler	USA	Aloe Property Management		property_management	14817 E Chandler Heights Rd, Chandler, AZ	16028549884	1			High				overture:e5c76051-67bf-4c8d-a1c4-77bb4728d09a	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://Aloepm.com/	info@aloepm.com		https://www.instagram.com/aloepm/							Medium	Recall-first	https://explore.overturemaps.org/#id=e5c76051-67bf-4c8d-a1c4-77bb4728d09a		
6738	B	78	Wilmington	USA	Aloha Wilmington Property Management		property_management	1901 Kent St, Wilmington, NC	19102623399	1			High				overture:9b977e07-44af-4f5c-9e2a-21f30191752d	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.alohawilmington.com/	christian@alohawilmington.com		https://www.instagram.com/alohawilmingtonrealestate/							Medium	Recall-first	https://explore.overturemaps.org/#id=9b977e07-44af-4f5c-9e2a-21f30191752d		
6739	A	91	Κάρπαθος	Greece	Alona Luxury Villas		hotel	Κάρπαθος	306973591995	1			High				overture:391d3976-dd4e-480b-bad8-6f6547b55d4f	2026-08-15	New		http://www.alonaluxuryvillas.com/	info@alonaluxuryvillas.com		https://www.instagram.com/alonaluxuryvillas/							High	Verified	https://explore.overturemaps.org/#id=391d3976-dd4e-480b-bad8-6f6547b55d4f		
6740	A	91	Ρέθυμνο	Greece	Aloni Villas, Rethymno, Crete Island		beach_resort	Roussospiti, Κριάρη Κωνσταντίνου 33, Ρέθυμνο	302831075141	1			High				overture:a39699b0-32d0-4fe3-a2fc-39056fdfd99b	2026-08-15	New		http://www.aloni-villas.com/	www.info@aloni-villas.com									High	Verified	https://explore.overturemaps.org/#id=a39699b0-32d0-4fe3-a2fc-39056fdfd99b		
6741	A	91	Draper	USA	Alta Ski Lifts		ski_resort	13658 S Fort St, Draper, UT	18015723939	1			High				overture:038b68a4-35d0-4437-b125-0c6a37afc9fd	2026-08-15	New		http://www.alta.com	info@alta.com		https://www.instagram.com/altaskiarea/							High	Verified	https://explore.overturemaps.org/#id=038b68a4-35d0-4437-b125-0c6a37afc9fd		
6742	B	78	Tempe	USA	Alter Property Management		property_management	1200 W University Dr, Tempe, AZ	14806137600	1			High				overture:d8f3d56a-9a8d-43ad-86df-0cb774c17d74	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.alterpm.com/	tiffany@alterpm.com		https://www.instagram.com/alterpm_/							Medium	Recall-first	https://explore.overturemaps.org/#id=d8f3d56a-9a8d-43ad-86df-0cb774c17d74		
6743	A	91	Saint-Lary-Soulan	Spain	Altiservice Saint-Lary		ski_resort	5 Place du Téléphérique, Saint-Lary-Soulan	33532800800	1			High				overture:76a3f226-4c85-4618-b6e7-571ef2191c11	2026-08-15	New		http://www.altiservice.com/saint-lary	saintlary@altiservice.com		https://www.instagram.com/altiservice/							High	Verified	https://explore.overturemaps.org/#id=76a3f226-4c85-4618-b6e7-571ef2191c11		
6744	A	88	Encamp	Spain	Altissim Velasquez		holiday_rental_home	29 Avinguda d'Encamp, Encamp	376327621	1			High				overture:a147fb4e-f27d-4684-b5ba-623890f3bb61	2026-08-15	New		http://www.altissim.com/	magali@altissim.com									High	Verified	https://explore.overturemaps.org/#id=a147fb4e-f27d-4684-b5ba-623890f3bb61		
6745	B	78	Royal Oak	USA	Alvara Property Management		property_management	301 W 4th St, Royal Oak, MI	13132545775	1			High				overture:30a2bbe0-91eb-4be9-ab3b-41dfc88607ee	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://alvarapm.com/	leasing@alvarapm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=30a2bbe0-91eb-4be9-ab3b-41dfc88607ee		
6746	A	88	Κύθνος	Greece	Alyki Luxury Villas		holiday_rental_home	Alyki Beach, Κύθνος	306951805750	1			High				overture:7e7ace1a-af1f-453c-b8e7-4211ee809469	2026-08-15	New		http://www.alykivillas.com/	info@alykivillas.com		https://www.instagram.com/alyki_villas/							High	Verified	https://explore.overturemaps.org/#id=7e7ace1a-af1f-453c-b8e7-4211ee809469		
6747	A	91	Zákynthos	Greece	Alypius luxury villas		hotel	Καλλιτερο, Zákynthos	306997106690	1			High				overture:ac36496c-9a7a-4efb-905f-26599c086b73	2026-08-15	New		https://alypiusvillas.com/	info@alypiusvillas.com									High	Verified	https://explore.overturemaps.org/#id=ac36496c-9a7a-4efb-905f-26599c086b73		
6748	A	91	Lefkás	Greece	Amalia Villas		hotel	Nidri, Lefkás	306944823911	1			High				overture:411d43e2-acf9-4b7e-bc90-402bc917fce8	2026-08-15	New		http://www.amaliavillas.com/	info@amaliavillas.com									High	Verified	https://explore.overturemaps.org/#id=411d43e2-acf9-4b7e-bc90-402bc917fce8		
6749	A	91	Смолян	Greece	Villas Amampuri		hotel	Пампорово м-ст Горно Кременово, Смолян	359878599800	1			High				overture:e0257df4-f6b9-41ea-87fa-d4fa69212e07	2026-08-15	New		http://www.amampurivillage.com/	amampurivillage@gmail.com									High	Verified	https://explore.overturemaps.org/#id=e0257df4-f6b9-41ea-87fa-d4fa69212e07		
6750	A	91	Νηλεύς	Greece	Amandola Villas		hotel	Agia Anna Beach, Νηλεύς	302227097129	1			High				overture:9e55ee0a-389b-488a-873b-4f5411ef845c	2026-08-15	New		http://www.amandolavillas.gr/en	info@amandolavillas.gr		https://www.instagram.com/amandolavillas/							High	Verified	https://explore.overturemaps.org/#id=9e55ee0a-389b-488a-873b-4f5411ef845c		
6751	A	91	Περιφέρεια Κεντρικής Μακεδονίας	Greece	Amantes Villas and Suites		hotel	12, Περιφέρεια Κεντρικής Μακεδονίας	302375020031	1			High				overture:003893ab-1ab3-43a6-97e2-d85dfbc34126	2026-08-15	New		https://amantesvillassuites.com/	info@amantesvillassuites.com		https://www.instagram.com/amantesvillas/							High	Verified	https://explore.overturemaps.org/#id=003893ab-1ab3-43a6-97e2-d85dfbc34126		
6752	A	91	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Amapola Villas		hotel	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	306970581364	1			High				overture:ee8a7d23-df62-47df-b951-e552c203bc85	2026-08-15	New		http://www.amapolavillas.gr/	info@amapolavillas.gr									High	Verified	https://explore.overturemaps.org/#id=ee8a7d23-df62-47df-b951-e552c203bc85		
6753	A	91	Νότια Ρόδος	Greece	Amara Luxury villas		hotel_supply_service	Λαχανιά, Νότια Ρόδος	306947399399	1			High				overture:4b2590b8-4a7d-44d0-b4aa-bfb6994756bc	2026-08-15	New		http://www.amaraluxuryvillas.com/	amaraluxuryvillas@gmail.com		https://www.instagram.com/amaraluxuryvillas/							High	Verified	https://explore.overturemaps.org/#id=4b2590b8-4a7d-44d0-b4aa-bfb6994756bc		
6754	A	91	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Amarianos Villas		hotel	Odos Amarianos, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	306985871106	1			High				overture:41741f3a-13c8-4c65-afe4-5930c716ba93	2026-08-15	New		https://www.amarianosvillas.com/	info@amarianosvillas.com		https://www.instagram.com/amarianosvillas_kefalonia/							High	Verified	https://explore.overturemaps.org/#id=41741f3a-13c8-4c65-afe4-5930c716ba93		
6755	B	78	London	United Kingdom	Dyluxe Property Management		property_management	71 Shelton Street, London, ENG	441476589322	1			High				overture:dff22a6e-69e8-4321-beec-c7b4be6cec86	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.amayapropertymanagement.co.uk/	bookings@amayapropertymanagement.co.uk		https://www.instagram.com/ugc_bygee/							Medium	Recall-first	https://explore.overturemaps.org/#id=dff22a6e-69e8-4321-beec-c7b4be6cec86		
6756	A	91	Οία	Greece	Amaya Selection of Villas		hotel	Oia city, Οία	306972054332	1			High				overture:3005b927-fa5b-4a80-ab2f-299e9a21d77f	2026-08-15	New		http://www.amayavillas.com/	info@amayavillas.com		https://www.instagram.com/amayavillas/							High	Verified	https://explore.overturemaps.org/#id=3005b927-fa5b-4a80-ab2f-299e9a21d77f		
6757	A	91	Δήμος Ρεθύμνης	Greece	Amazing Villas in Crete		hotel	Δήμος Ρεθύμνης	306980855085	1			High				overture:77ffa361-4baa-4f60-992b-124ac9e31cf6	2026-08-15	New		http://www.amazingvillasincrete.com/	info@amazingvillasincrete.com		https://www.instagram.com/amazingvillasincrete/							High	Verified	https://explore.overturemaps.org/#id=77ffa361-4baa-4f60-992b-124ac9e31cf6		
6758	A	91	Tiranë	Greece	Villa 27 Residence		hotel	Rruga Jorgjia Truja 27, Tiranë	355682152132	1			High				overture:137a2f89-a792-43a1-ad55-a4245aac450b	2026-08-15	New		http://villa27residence.s3-website.eu-central-1.amazonaws.com/	villa27residence@gmail.com									High	Verified	https://explore.overturemaps.org/#id=137a2f89-a792-43a1-ad55-a4245aac450b		
6759	A	91	Θήρα	Greece	Amber Light Luxury Villas		hotel	Ημεροβίγλι, Θήρα	302286036269	1			High				overture:3f0c5099-034d-46c6-8387-7c7dec71957b	2026-08-15	New		http://www.amberlightvillas.com/	info@amberlightvillas.com		https://www.instagram.com/amber_light_luxury_villas/							High	Verified	https://explore.overturemaps.org/#id=3f0c5099-034d-46c6-8387-7c7dec71957b		
6760	A	91	Ambleside	United Kingdom	Ambleside Holiday Homes		hotel	Ellerigg Road Underfell, Ambleside, ENG	441539432392	1			High				overture:49f871f7-580c-43be-a14f-bd12bc9de173	2026-08-15	New		http://www.amblesideholidayhomes.co.uk/	amblesideholidayhomes@gmail.com									High	Verified	https://explore.overturemaps.org/#id=49f871f7-580c-43be-a14f-bd12bc9de173		
6761	B	78	Oakley	USA	A. Meadows Property Management		property_management	3373 Main St, Oakley, CA	19256257975	1			High				overture:26c788b5-5afe-4806-863f-7cd4f2e19ecb	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.ameadowspm.com/	info@ameadowspm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=26c788b5-5afe-4806-863f-7cd4f2e19ecb		
6762	A	91	Kéa	Greece	Amelia Beachfront Villas		hotel	Platia Ammos, Marades, Kéa	306945467076	1			High				overture:4ed6dddc-2335-4411-b6e1-ad0341db8062	2026-08-15	New		https://ameliavillas.gr/	ameliabeachfront@gmail.com									High	Verified	https://explore.overturemaps.org/#id=4ed6dddc-2335-4411-b6e1-ad0341db8062		
6763	B	78	Grand Rapids	USA	American Realty Property Management		property_management	838 Cherry St SE, Grand Rapids, MI	16169139004	1			High				overture:936ef250-c28a-4488-b470-48e8b89dcb8a	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.american-realty.com/	info@american-realty.com		https://www.instagram.com/americanrealtypm/							Medium	Recall-first	https://explore.overturemaps.org/#id=936ef250-c28a-4488-b470-48e8b89dcb8a		
6764	B	78	Hanford	USA	American Dream Property Management		property_management	1120 N Irwin St, Hanford, CA	15595891400	1			High				overture:489a9158-e270-4237-bf31-2004eba2e305	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.americandreamhanford.com/	adreamhanford@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=489a9158-e270-4237-bf31-2004eba2e305		
6765	B	78	Holland	USA	AMK Rentals and Property Management		property_management	4704 60th St, Holland, MI	16165664350	1			High				overture:18c2f145-e279-4f06-adda-f22185efef9e	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.amkpm.net/	info@amkpm.net									Medium	Recall-first	https://explore.overturemaps.org/#id=18c2f145-e279-4f06-adda-f22185efef9e		
6766	B	78	Macclesfield	United Kingdom	Anne-Marie Lettings & Property Management		property_management	Macclesfield, ENG	441625921400	1			High				overture:f8d20497-6dee-4683-bb8d-753067e7efbe	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.amletting.co.uk/	annemarie@amletting.co.uk									Medium	Recall-first	https://explore.overturemaps.org/#id=f8d20497-6dee-4683-bb8d-753067e7efbe		
6767	A	91	Σιθωνία	Greece	Ammoa Luxury Hotel and Spa Resort		hotel	Agios Ioannis Beach, Σιθωνία	302375022200	1			High				overture:f41641f2-09bb-4c1d-bbe4-62a97442d3cf	2026-08-15	New		https://www.ammoa-resort.com/	info@ammoa-resort.com		https://www.instagram.com/ammoa_luxury_resort/							High	Verified	https://explore.overturemaps.org/#id=f41641f2-09bb-4c1d-bbe4-62a97442d3cf		
6768	B	78	Albuquerque	USA	Ammre Property Management		property_management	6745 Academy Rd NE, Albuquerque, NM	15057655800	1			High				overture:b7843f66-a4ec-4321-ad48-eb23de5be399	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.ammre.com/	info@ammre.com									Medium	Recall-first	https://explore.overturemaps.org/#id=b7843f66-a4ec-4321-ad48-eb23de5be399		
6769	A	91	Zákynthos	Greece	Amorosa Villas		hotel	Lagopodo, Zákynthos	306932350120	1			High				overture:a8ccf535-1ae9-4df0-a5d3-bd31d5feffe5	2026-08-15	New		http://amorosavillas.gr/	info@amorosavillas.gr									High	Verified	https://explore.overturemaps.org/#id=a8ccf535-1ae9-4df0-a5d3-bd31d5feffe5		
6770	B	78	Phoenix	USA	Am/Pm Property Management llc		property_management	1855 E Northern Ave, Phoenix, AZ	16024605545	1			High				overture:5c31e254-734c-45db-aaab-58e494229192	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://Ampmpropertymgmt.com/	kim@ampmpropertymgmt.com									Medium	Recall-first	https://explore.overturemaps.org/#id=5c31e254-734c-45db-aaab-58e494229192		
6771	A	91	Περιφερειακή Ενότητα Ηλείας	Greece	Analipsi Beach Villas		hotel	Κάστρο Κυλλήνης, Περιφερειακή Ενότητα Ηλείας	302623095045	1			High				overture:3ef5c9ee-e0d3-4da4-88a8-be9472aacfeb	2026-08-15	New		http://analipsibeach.gr/	antonioskouris@gmail.com									High	Verified	https://explore.overturemaps.org/#id=3ef5c9ee-e0d3-4da4-88a8-be9472aacfeb		
6772	A	91	Kaballa	Greece	Anasa Luxury Resort		hotel	Παραλία Ελαιοχωρίου, Kaballa	302511512000	1			High				overture:f5a2389b-cf7d-4ae8-9fe2-0bd115faddbd	2026-08-15	New		https://anasaluxuryresort.gr/	info@anasaluxuryresort.gr		https://www.instagram.com/anasaluxuryresort/							High	Verified	https://explore.overturemaps.org/#id=f5a2389b-cf7d-4ae8-9fe2-0bd115faddbd		
6773	A	88	Γούβες	Greece	Anasa Luxury Villas		holiday_rental_home	Ελ. Βενιζέλου, Γούβες	306939012610	1			High				overture:91035f54-9a08-4ce0-bbab-4609f2635458	2026-08-15	New		https://www.anasaluxuryvillas.com/	anasaluxuryvillascrete@gmail.com		https://www.instagram.com/anasaluxuryvillas/							High	Verified	https://explore.overturemaps.org/#id=91035f54-9a08-4ce0-bbab-4609f2635458		
6774	A	91	Θήρα	Greece	Anastasia Princess Luxury Residence		hotel	Anastasia Princess Luxury Beach Residence, Adults Only, Θήρα	302286081957	1			High				overture:1525ef35-ee92-4f81-811e-ead49501e988	2026-08-15	New		http://www.anastasiaprincess.gr/	info@anastasiaprincess.gr									High	Verified	https://explore.overturemaps.org/#id=1525ef35-ee92-4f81-811e-ead49501e988		
6775	A	91	Κάρπαθος	Greece	Alsalos Villas		hotel	AMMOOPI, Κάρπαθος	302245081036	1			High				overture:a71a9ab1-d6cf-463c-ab4d-0878573f690e	2026-08-15	New		http://www.anatolivillaskarpathos.com/	alsalosvillas@gmail.com		https://www.instagram.com/anatoli_villas_karpathos/							High	Verified	https://explore.overturemaps.org/#id=a71a9ab1-d6cf-463c-ab4d-0878573f690e		
